170	10	4.0
1132	1	3.0
1061	215	3.5
1395	250	2.5
1143	214	4.0
1023	247	2.5
599	240	4.0
427	10	4.0
159	253	3.5
1392	215	4.0
547	247	1.0
32	206	3.0
660	12	3.0
761	248	4.0
1282	233	4.0
895	232	4.0
1346	216	2.0
1285	16	2.5
160	273	3.0
749	0	1.0
889	779	4.0
838	1590	4.0
704	232	3.0
344	4	2.0
307	535	4.0
1086	6	4.0
327	2	3.0
443	213	3.0
1422	0	3.5
1093	212	4.0
535	83	3.0
444	212	1.5
843	245	2.5
280	12	1.5
29	212	1.5
354	377	2.0
145	244	3.0
835	244	3.5
1137	213	3.5
1198	1182	4.0
299	1047	3.5
1115	10	3.5
1328	10	4.0
198	500	4.0
1352	1	4.0
1248	394	4.0
459	11	2.0
567	1279	3.5
277	205	3.5
451	205	3.0
1161	1480	4.0
427	256	4.0
1129	234	4.0
1376	233	4.0
1013	1	3.5
205	238	2.5
1332	1996	2.0
1087	8	4.0
1007	250	4.0
1248	3	0.5
627	2	2.5
436	209	1.5
127	83	1.5
1495	11	2.5
1225	6	2.5
652	0	3.5
1371	1	3.0
160	764	3.0
731	7	4.0
668	16	3.0
839	256	3.5
355	4	0.5
918	12	1.5
299	897	3.5
1074	1	2.5
684	242	2.0
729	4	4.0
1131	245	3.5
827	204	3.5
1152	232	3.0
1461	233	2.0
937	1249	2.0
987	7	3.0
145	219	3.5
982	578	0.5
1294	253	1.5
1238	10	3.5
1005	298	4.0
946	4	4.0
174	218	3.5
42	0	2.5
264	0	4.0
177	251	2.0
179	240	2.5
400	216	3.5
1341	0	2.5
1443	249	3.5
661	215	2.5
470	251	2.5
1155	212	3.0
790	1	3.5
1273	244	3.0
1143	83	4.0
198	887	4.0
192	256	1.5
1119	10	3.0
684	213	1.5
536	232	3.0
26	233	2.0
969	120	3.5
1460	255	2.5
843	218	3.5
361	3	3.0
968	1704	3.0
794	205	3.0
904	246	4.0
271	959	3.0
968	1756	3.0
762	206	3.0
182	255	3.0
271	739	2.5
1145	251	0.5
851	238	2.0
1248	151	3.5
828	6	4.0
1304	5	4.0
943	216	4.0
630	213	4.0
1285	238	3.5
889	10	3.5
1225	255	2.5
1289	235	0.5
1285	253	3.0
839	212	3.5
355	0	4.0
1038	359	3.5
244	9	4.0
467	210	2.0
497	1304	1.5
567	6	3.5
301	243	3.0
396	248	3.0
934	240	4.0
1431	83	2.5
346	137	4.0
656	3	3.0
249	83	1.5
1395	219	2.5
1286	938	4.0
1000	255	2.5
316	652	3.5
606	11	3.0
11	210	2.5
729	246	3.5
204	256	4.0
1016	1258	0.5
728	219	3.5
364	232	3.0
55	7	3.5
1461	9	2.0
628	0	3.5
890	1033	2.0
78	459	2.5
1256	215	3.5
586	454	3.0
811	1552	4.0
554	240	3.0
1086	255	3.5
817	248	3.0
1501	5	2.5
1174	254	3.5
657	4	4.0
1288	2	2.5
507	0	3.0
1021	2	4.0
484	11	3.5
579	232	4.0
756	204	3.0
321	238	3.0
1490	306	4.0
358	4	3.5
632	16	3.0
1405	331	4.0
300	8	4.0
841	232	3.5
1213	16	2.5
160	347	4.0
1224	11	3.0
198	547	2.5
851	233	2.0
1211	1597	3.0
1196	235	4.0
1385	103	2.5
787	214	3.5
123	8	2.0
816	1	3.0
1049	11	3.5
501	218	3.0
762	584	3.5
941	5	3.0
318	254	1.0
487	7	4.0
637	210	2.5
248	252	0.5
137	234	3.0
1188	206	3.5
545	591	1.5
1364	4	3.0
28	241	3.5
137	242	2.5
411	246	2.5
395	519	3.0
187	309	3.5
863	256	1.5
501	211	2.5
593	206	3.5
165	205	4.0
1479	7	3.0
491	3	3.0
226	216	3.5
332	10	4.0
1248	140	2.5
322	675	1.0
1366	215	3.0
1366	0	4.0
1438	216	3.5
1381	2	3.5
612	211	1.5
743	2	3.5
1477	211	2.5
540	218	3.5
1159	745	3.5
889	774	4.0
1495	780	4.0
1186	675	3.0
135	651	3.0
410	246	4.0
1335	10	3.0
949	233	3.0
490	218	3.5
723	252	3.5
1249	12	3.5
1332	102	3.0
1490	204	3.5
160	396	3.5
1488	246	4.0
271	979	2.5
247	934	0.5
1456	209	2.0
983	255	1.5
1253	215	4.0
431	234	2.0
920	234	4.0
380	232	2.5
773	49	4.0
684	249	3.5
1009	232	3.0
784	255	4.0
779	218	2.0
1291	233	2.5
95	254	3.0
704	206	0.5
271	948	2.5
533	204	2.5
665	214	2.0
484	218	3.5
846	1000	4.0
309	141	2.5
954	206	2.0
1197	256	2.0
907	218	4.0
835	212	3.5
1001	238	2.0
186	0	3.0
673	0	4.0
78	436	1.0
590	697	3.0
1303	246	4.0
905	896	3.0
94	240	3.0
1186	1892	3.0
746	243	3.0
196	219	2.0
143	7	3.0
1198	637	4.0
726	7	4.0
1059	234	2.5
1289	12	3.0
123	219	2.0
165	242	3.0
1225	246	3.0
373	205	4.0
1017	1798	3.0
53	256	3.5
390	204	3.0
1186	1220	3.0
1424	205	3.0
1055	238	2.0
322	378	1.5
850	4	3.0
1236	1301	4.0
358	16	3.0
37	240	1.5
504	255	3.5
89	214	2.5
1253	256	2.0
277	578	3.5
701	627	0.5
24	2	4.0
556	246	3.5
1328	1	4.0
1360	511	4.0
677	4	3.5
1425	218	1.0
144	238	3.0
1431	11	2.0
71	219	3.0
1038	17	3.0
1033	8	3.0
394	233	3.0
242	932	1.0
1146	344	3.5
957	234	0.5
809	218	3.0
674	240	3.0
761	243	3.5
1501	1	3.0
1461	213	3.0
411	255	2.0
1317	12	3.0
560	218	3.5
1156	277	3.0
1021	4	3.5
1260	215	2.0
90	554	4.0
1347	238	2.5
487	808	4.0
715	205	2.5
1477	235	3.0
656	2	2.0
14	1	4.0
35	205	4.0
605	213	1.0
1498	235	4.0
1146	588	3.5
1125	240	2.0
223	234	4.0
1260	243	3.0
1186	509	2.0
647	2	4.0
1005	238	3.0
306	234	2.5
1461	16	3.5
441	252	3.0
78	334	3.5
1500	216	3.0
1067	10	3.5
322	1192	4.0
1151	216	3.5
712	8	3.0
329	232	2.5
1408	8	3.5
271	298	3.5
263	12	2.5
756	254	3.0
562	441	0.5
354	241	4.0
78	423	1.5
1293	210	3.5
1033	619	4.0
830	409	4.0
920	245	1.5
1107	244	0.5
1136	6	4.0
155	254	2.0
1037	211	4.0
270	211	4.0
1459	243	2.0
895	251	4.0
327	209	2.5
172	11	1.0
508	1311	1.5
285	234	4.0
1292	12	2.5
454	210	4.0
1156	498	1.5
123	209	2.5
1454	3	3.5
1059	582	4.0
605	247	2.0
632	250	3.5
145	233	3.0
1303	6	4.0
1429	216	1.5
1038	111	3.0
807	232	2.5
114	11	2.0
582	238	2.5
373	235	1.5
160	674	2.5
271	970	2.5
683	218	3.5
783	216	2.5
1128	219	3.0
198	657	3.0
1198	779	2.0
506	251	2.5
54	254	3.5
812	7	3.0
590	786	4.0
1152	416	3.5
1473	3	1.0
19	6	3.0
138	248	3.5
672	1	3.0
1306	212	1.0
20	206	4.0
1217	9	4.0
934	16	3.5
1229	215	0.5
1492	12	3.5
412	1	4.0
134	214	3.0
893	344	4.0
1198	209	3.5
187	813	1.5
1351	246	2.5
1213	249	3.5
946	120	3.0
869	8	3.5
67	251	4.0
968	588	2.5
936	240	4.0
1278	243	3.5
759	232	2.0
723	246	3.5
203	247	4.0
1413	240	2.0
1033	447	4.0
1428	8	4.0
432	1263	3.0
756	6	2.5
1461	4	3.0
575	9	4.0
186	16	3.0
842	238	2.0
471	11	3.0
1473	206	1.0
203	11	4.0
1137	252	4.0
121	1	3.0
1375	7	2.5
701	1469	3.5
60	0	2.5
615	10	4.0
432	1229	3.0
1161	210	3.0
765	249	2.5
410	7	4.0
1243	1953	4.0
534	215	1.5
638	11	2.5
1488	213	4.0
979	6	3.0
998	244	3.0
825	247	3.5
1371	249	4.0
935	245	3.0
476	4	1.0
1300	8	4.0
1351	83	4.0
841	256	2.0
292	209	3.5
532	306	3.5
1296	219	3.5
538	255	2.5
1497	5	3.5
1253	232	4.0
1017	1799	3.5
191	1	3.5
760	235	3.5
844	252	4.0
983	9	2.0
505	2	3.0
633	9	1.5
898	1	4.0
662	204	2.0
1192	245	4.0
1328	5	3.5
1413	218	3.0
1334	6	3.5
270	205	1.0
434	505	2.0
438	83	4.0
323	7	3.5
663	214	3.0
277	204	4.0
1485	233	3.0
1287	667	3.0
970	6	3.5
1398	245	1.0
825	253	3.5
1425	219	1.5
565	120	2.0
1260	120	3.5
1003	11	3.0
1262	209	3.5
882	8	3.5
812	1555	4.0
615	897	2.0
504	6	0.5
538	212	3.5
78	489	3.5
166	206	3.0
546	204	2.5
957	254	2.5
961	204	2.0
1103	571	3.5
1231	256	3.5
1074	210	4.0
1423	11	4.0
380	234	3.0
902	204	2.5
566	11	2.5
1450	2051	3.0
861	1637	4.0
1233	206	3.0
198	125	4.0
1018	1071	2.0
966	254	4.0
400	218	4.0
322	685	3.5
990	1096	4.0
783	238	3.0
187	759	3.0
787	242	2.5
904	674	4.0
927	205	3.0
1381	2035	4.0
1132	218	3.0
908	120	3.5
285	253	3.0
629	240	4.0
231	1	2.0
1344	6	1.5
294	5	3.0
1430	6	4.0
1187	252	2.0
192	1	2.5
275	244	4.0
968	269	3.5
1385	6	2.5
226	240	3.5
359	210	3.0
916	244	3.0
391	219	3.0
388	246	2.0
2	98	3.0
271	637	4.0
1248	83	4.0
160	766	2.5
934	253	4.0
908	10	4.0
1280	218	2.5
1260	214	4.0
486	245	3.0
1251	204	4.0
482	218	3.5
867	218	2.5
470	6	2.0
410	4	3.0
1238	252	2.0
1351	219	3.0
561	252	4.0
1065	6	4.0
80	355	3.0
657	240	3.5
169	340	3.0
1217	256	3.5
111	11	3.5
1282	238	3.0
170	247	3.5
715	4	4.0
198	301	3.5
1469	215	3.5
1107	240	1.5
694	235	3.5
760	254	2.0
1234	212	3.5
2	127	0.5
624	214	4.0
1253	1	4.0
487	4	3.5
878	212	0.5
138	255	3.0
529	251	3.0
301	247	2.0
1443	253	1.5
436	0	1.5
575	206	4.0
543	233	3.5
1431	588	3.0
394	216	3.5
1317	3	4.0
572	210	2.5
674	243	3.5
271	923	2.0
733	252	3.5
80	549	1.5
67	235	4.0
1278	244	3.0
614	210	4.0
1362	240	2.5
311	11	2.0
419	215	2.5
873	8	3.5
1371	6	4.0
1039	965	3.5
684	16	0.5
796	4	2.5
571	218	3.5
870	12	2.0
543	12	4.0
1317	251	3.0
1264	210	3.5
65	350	2.5
265	206	3.0
1495	1693	4.0
929	5	2.0
540	899	3.5
1149	216	3.5
323	210	4.0
621	0	3.5
335	16	3.5
1201	8	2.5
1438	215	4.0
34	308	4.0
632	210	3.0
123	243	3.5
814	1171	1.0
1084	243	3.5
828	1396	1.0
684	0	1.5
1146	25	3.0
118	16	3.0
1429	213	2.5
1186	285	3.0
1216	1	3.5
1294	213	1.5
624	219	4.0
1395	211	3.5
588	250	4.0
234	2	3.0
420	10	3.0
546	219	2.5
424	234	2.5
866	249	3.0
968	1702	3.0
853	3	3.5
395	1223	1.0
1243	6	3.0
184	219	3.0
1273	5	4.0
138	246	2.5
585	240	3.0
1094	246	3.0
11	11	4.0
1289	243	3.0
1344	214	3.5
835	4	3.5
787	250	3.5
1310	0	3.5
219	120	3.0
1011	6	3.5
890	277	3.0
1061	4	4.0
749	219	0.5
1099	9	2.0
175	10	1.0
379	6	3.0
210	9	1.5
436	218	3.0
1503	216	3.5
863	240	4.0
1000	2	2.5
312	698	3.0
1176	6	3.5
1384	212	3.5
632	235	4.0
72	216	3.5
1234	213	3.5
866	12	2.0
158	674	4.0
224	210	3.5
1463	205	3.5
177	7	2.0
381	1211	2.5
628	245	2.0
200	3	3.5
965	16	3.0
120	1	4.0
426	213	3.0
1172	1355	4.0
1186	1439	3.5
612	11	3.0
1382	460	0.5
160	346	3.5
1246	6	4.0
674	215	4.0
1374	255	1.5
77	377	1.0
371	6	4.0
1240	1	2.0
198	605	3.5
596	234	2.0
1250	2	3.0
1262	251	2.5
935	243	2.5
841	1086	3.5
1245	254	1.0
419	211	3.0
208	240	1.5
123	2	3.5
1381	206	0.5
198	877	3.5
570	245	3.5
1474	232	2.0
796	12	1.0
736	240	4.0
1016	354	3.0
1192	233	3.0
726	1	3.0
275	2	4.0
1397	1229	3.0
1099	8	3.5
625	1377	4.0
1077	10	4.0
1197	243	3.5
426	235	3.0
1232	1	3.5
186	235	3.5
737	205	3.5
63	240	3.0
475	0	3.5
899	250	2.0
444	2	3.5
1144	206	3.5
402	218	3.0
1186	254	3.5
1208	219	3.5
906	206	0.5
1385	91	3.0
611	214	1.5
349	238	3.5
1233	245	3.5
94	577	3.0
895	218	4.0
411	244	3.5
460	214	2.5
701	1312	4.0
410	256	4.0
1102	212	3.0
525	1	3.5
847	1627	3.5
319	1176	3.0
1427	248	4.0
491	2	3.0
590	264	3.5
586	397	4.0
1228	235	3.5
638	206	3.0
1477	206	2.5
694	213	3.5
1276	16	3.5
481	7	3.5
968	303	3.5
187	833	4.0
438	247	3.0
994	255	2.5
182	2	4.0
532	846	4.0
783	9	2.5
1304	11	2.0
516	212	2.5
701	436	3.5
746	245	3.5
211	11	2.0
36	16	4.0
1186	616	2.0
1445	1	3.5
1405	493	4.0
878	4	0.5
1140	9	4.0
467	0	4.0
487	214	1.0
270	233	4.0
384	2	2.5
36	248	4.0
554	233	2.5
577	1358	3.5
149	5	3.0
249	232	3.5
1495	266	4.0
805	1537	3.0
1332	7	4.0
1437	16	0.5
337	12	4.0
116	12	3.0
410	244	4.0
906	212	3.0
161	769	4.0
552	11	4.0
1033	213	4.0
844	875	2.0
895	212	4.0
467	8	4.0
1211	452	0.5
458	240	3.0
115	233	2.5
160	306	3.5
234	246	3.0
1107	253	4.0
554	3	4.0
1351	214	4.0
72	232	3.0
918	248	1.0
1463	252	2.0
1186	23	3.0
1197	3	4.0
234	235	1.0
109	2	3.5
1278	213	3.0
346	73	4.0
1122	206	4.0
427	240	4.0
1187	254	3.5
204	251	4.0
749	212	0.5
728	246	3.0
226	11	3.0
629	16	3.5
82	240	2.0
729	212	4.0
307	120	2.5
1497	256	3.0
1451	2052	3.5
271	586	1.0
1249	252	3.0
2	175	3.5
383	5	4.0
914	256	2.0
1245	234	1.5
364	9	3.0
1186	721	2.5
97	312	4.0
12	231	3.5
1001	249	2.0
970	242	2.5
1140	212	3.5
1247	7	4.0
890	804	3.5
1132	4	3.5
200	214	4.0
538	238	3.0
455	206	3.5
1138	218	3.0
373	250	1.0
408	3	2.0
392	205	3.5
489	5	3.0
785	204	3.5
1129	250	2.5
789	218	3.0
346	1122	4.0
1447	240	3.5
733	120	3.0
887	215	3.0
1425	214	2.0
749	1	0.5
541	10	4.0
290	206	2.0
154	209	1.0
247	933	0.5
945	252	2.0
949	209	4.0
1470	210	4.0
828	212	3.5
451	249	3.5
1146	682	3.0
1390	219	3.0
714	2	3.5
189	256	4.0
718	249	3.5
694	215	4.0
626	2	3.0
1074	212	3.0
1389	214	2.5
54	6	2.5
1485	249	3.5
317	213	4.0
908	253	3.0
322	1190	3.0
652	249	3.5
1443	4	3.5
643	206	3.0
745	206	1.5
364	206	2.5
491	211	3.5
487	397	3.5
